ax,ay,az
-32.55,30.35,13.03
-31.83,26.37,-2.23
-28.14,22.19,2.01
-31.39,13.55,1.54
-25.94,8.85,1.71
-20.53,8.03,-0.14
-20.1,6.12,0.89
-15.86,5.29,1.69
-14.87,5.35,2.54
-13.11,5.5,2.8
-11.7,4.76,3.2
-8.87,2.49,3.19
-7.42,1.65,2.72
-6.01,1.16,2.29
-4.02,0.46,1.31
-3.26,0.01,1.32
-2.51,-0.43,1.35
-1.75,-0.93,1.42
,,
-0.63,-0.06,-0.1
-0.68,-0.13,-0.12
-0.66,-0.31,-0.14
-0.58,-0.57,-0.25
-0.49,-0.97,-0.44
-0.44,-1.13,-0.56
-0.48,-1.24,-0.65
-0.76,-1.53,-1.04
-0.8,-1.66,-1.33
-0.95,-1.87,-1.64
-1.2,-2.41,-2.25
-1.25,-2.58,-2.57
-1.38,-2.74,-2.9
-1.41,-2.86,-3.16
-0.89,-3.56,-3.44
-0.47,-4.57,-3.67
0.04,-6.05,-3.88
1.42,-10.01,-4.46
2.37,-13.02,-5.32
3.98,-16.38,-6.69
10.21,-24.85,-11.52
13.51,-29.79,-14.44
15.12,-32.99,-16.46
14.77,-35.85,-19.12
4.83,-41.73,-19.47
-3.71,-40.46,-16.16
-11.69,-39.28,-11.21
-21.28,-35.71,-4.81
-23.78,-31.21,-5.66
-25.7,-24.19,-9.59
-26.05,-7.69,-21.36
-22.81,-3.34,-23.03
-21.83,-0.75,-21.92
-25.66,2.21,-16.88
-32.86,-3.24,-1.39
-32,7.11,-11.63
-30.47,11.86,-14.94
-27.55,5.98,-12.7
-30.81,2.85,-9.98
-30.22,4.6,-4.99
-27.3,6.89,-3.05
-25.33,7.35,0.45
-24.41,6.42,0.23
-23.18,7.17,0.16
-18.93,6.8,-0.24
-16.68,7.92,-0.46
-13.96,7.9,-0.36
-8.7,6.88,-0.98
-6.88,5.17,-0.78
-4.92,3.85,-0.47
,,
0.18,-0.49,0.86
0.18,-0.31,0.89
0.18,-0.31,0.89
0.32,-0.28,0.91
0.45,-0.35,0.97
0.82,-0.25,1.28
0.7,-0.26,1.38
0.7,-0.26,1.38
0.26,-0.12,1.52
-1.52,0.88,1.65
-1.81,1.05,1.66
-2.09,0.83,1.34
-2.09,0.83,1.34
-1.66,-0.07,0.65
-0.76,-1.74,-0.47
0.9,-5.59,-2.41
2.19,-9.52,-4.32
2.19,-9.52,-4.32
3.87,-14.51,-6.84
12.45,-35.42,-19.6
17.43,-45.33,-24.82
24.21,-46.85,-28.1
24.21,-46.85,-28.1
18.25,-47.15,-33.8
-4.1,-47.82,-22.54
-14.59,-47.97,-24.68
-20.92,-47.92,-29.43
-20.92,-47.92,-29.43
-25.29,-45.84,-32.65
-33.67,-23.88,-38.91
-32.78,-13.99,-37.72
-32.12,-4.86,-26.22
-32.12,-4.86,-26.22
-31.59,12.98,-4.75
-31.07,17.21,-9.34
-30.64,8.02,-2.54
-30.63,7.17,0.22
-30.63,7.17,0.22
-30.62,6.95,2.16
-25.62,7.11,2.17
-22.99,6.93,0.6
-20.36,7.69,0.4
-20.36,7.69,0.4
-13.36,7.67,0.12
-6.59,5.33,2.23
0.78,2.17,4.31
0.78,2.17,4.31
-1.58,0.25,3.06
-2.82,0.17,5.49
-2.84,0.82,5.16
,,
-0.63,-1.87,0.07
-0.71,-1.83,-0.07
-0.77,-1.6,-0.2
-0.73,-1.45,-0.23
-0.69,-1.46,-0.26
-0.67,-1.81,-0.4
-0.49,-1.98,-0.45
-0.29,-2.31,-0.52
0.29,-2.87,-0.69
0.67,-2.98,-0.72
0.91,-3.18,-0.82
0.91,-3.51,-0.9
0.54,-4.12,-1.06
0.54,-4.56,-1.17
0.55,-5.2,-1.21
0.9,-6.52,-1.55
1.27,-7.39,-1.79
1.46,-8.38,-1.96
1.9,-11.24,-3
2.35,-13.28,-3.51
2.61,-15.52,-3.64
2.99,-17.7,-3.26
3.73,-23.48,-2.39
2.92,-27.33,-1.64
1.14,-31.12,-0.06
-7.86,-31.7,-1.64
-13.59,-26.88,-2.2
-17.71,-21.89,-0.87
-22.02,-16.23,2.74
-24.26,-16.56,3
-26.11,-17.46,1.09
-26.14,-16.81,-2.34
-20.79,-9.79,-11.55
-18.62,-4.91,-15.92
-17.78,0.08,-20.5
-19.78,11.66,-26.82
-19.2,16.76,-24.71
-18.56,18.39,-21.17
-21.18,13.15,-14.49
-20.29,11.07,-12.11
-17.84,10.1,-11.56
-17.21,8.17,-9.4
-19.97,7.72,-7.59
-21.84,7.74,-5.65
-22.99,8.97,-4.39
-22.02,10.57,-1.3
-20.32,12.06,-0.03
-18.6,12.79,1.02
-11.89,12.28,0.98
-9.54,9.93,0.1
,,
0.17,-0.77,0.57
-0.36,-0.42,0.67
-0.56,-0.3,0.71
-0.56,-0.3,0.71
-0.75,-0.14,0.77
-1.2,-0.08,0.58
-1.17,-0.09,0.44
-1.11,-0.26,0.28
-1.11,-0.26,0.28
-0.74,-0.9,-0.22
-0.36,-1.4,-0.63
-0.17,-1.89,-0.96
-0.05,-2.24,-1.12
-0.05,-2.24,-1.12
0.13,-2.78,-1.36
1.04,-5.01,-2.34
2.11,-6.85,-3.38
4.89,-12.85,-6.74
4.89,-12.85,-6.74
9.42,-20.44,-12.58
12.72,-25.15,-15.61
16.74,-43.1,-21.61
10.67,-43.63,-20.86
10.67,-43.63,-20.86
0.26,-39.54,-18.06
-23.31,-36.08,-2.7
-23.31,-36.08,-2.7
-23.25,-38.17,-5.2
-20.63,-35.69,-12.34
-14.22,-15.29,-29.03
-12.25,-9.34,-35.4
-11.99,-7.02,-36.84
-31.54,-3.92,-8.51
-33.01,0.96,0.01
-32.17,12.44,-8.17
-31.68,16.28,-15.29
-31.37,15.34,-5.2
-31.22,16.05,-2.77
-29.57,10.23,-2.57
-25.49,8.42,-2.35
-21.83,7.37,-2.74
-17.9,6.22,-3.06
-13.11,4.42,-2.86
-11.63,3.82,-2.62
-9.95,3.49,-1.86
-7.8,1.85,-0.43
-7.04,1.42,0.51
-6.37,1.58,1.22
-4.85,0.72,1.75
-4.15,0.3,1.82
,,
0.06,-0.27,-0.11
0.25,-0.45,-0.17
0.21,-0.8,-0.13
-0.14,-0.25,0.3
-0.66,0.52,0.85
-1.23,0.89,1.32
-1.32,0.51,1.88
-0.98,0.06,1.92
-0.87,-0.59,1.72
-0.34,-0.96,1.6
-0.33,-0.58,1.37
-0.31,-0.38,1.09
0.21,-0.97,0.45
0.38,-1.47,0.23
0.27,-2.57,-0.26
0.76,-4.79,-1.43
4.34,-11.72,-5.56
6.85,-14.88,-8.05
9.55,-19.32,-10.6
16.45,-31.26,-15.58
19.06,-37.99,-16.36
18.63,-41.29,-15.84
5.75,-41.06,-12.64
0.96,-41.65,-10.71
0.88,-46.53,-11.54
0.99,-47.61,-14.64
-3.79,-47.04,-23.47
-9.54,-40.12,-26.11
-16.24,-34.49,-27.49
-26.85,-19.31,-30.65
-27.79,-9.78,-36.26
-27.82,-3.5,-38.71
-32.73,6.23,-31.02
-32.25,18.58,-13.58
-32.03,28.71,5.42
-31.66,26.82,5.69
-30.2,10.39,-15.49
-29.82,5.6,-8.77
-29.3,5.38,-2.73
-17.96,5.07,-0.45
-15.25,4.29,-1.55
-16.46,3.81,-3.61
-14.32,4.85,-1.39
-13.84,4.91,-0.28
-12.33,4.41,0.52
-7.9,2.65,2.51
-6.13,0.18,2.73
-5.31,-0.58,2.25
-4.28,-0.74,2.96
-3.35,-0.91,2.83
,,
1.21,-2.91,-0.48
0.09,-1.85,0.29
-0.39,-1.73,0.62
-0.39,-1.73,0.62
-0.81,-1.67,0.97
-1.01,-0.55,1.41
-1.08,-0.13,1.38
-1.03,0.21,1.27
-1.03,0.21,1.27
-1.02,0.76,0.97
-0.74,0.64,0.53
-0.21,0.36,-0.14
0.08,0.15,-0.46
0.08,0.15,-0.46
0.18,-0.23,-0.87
2.47,-3.79,-2.7
3.82,-5.68,-3.7
9.44,-11.33,-7.3
9.44,-11.33,-7.3
13.49,-15.16,-10.31
23.15,-22.59,-16.07
27.7,-33.17,-23.79
27.6,-37.27,-20.53
27.6,-37.27,-20.53
20.48,-44.91,-13.51
-7.25,-44.15,-0.56
-28.73,-19.87,5.61
-28.73,-19.87,5.61
-16.15,-12.28,-10.22
-12.06,-17.35,-16.63
-13.73,-14.37,-22.13
-10.06,-12.55,-21.66
-13.61,-20.97,-9.19
-21.11,-16.61,-12.92
-26.39,-9.6,-19.13
-31.76,12.32,-7
-31.73,17.26,6.35
-30.74,23.09,23.61
-31.35,13.72,-11.03
-23.84,10.48,-10.25
-18.34,11.43,-5.04
-17.31,8.63,-4.57
-9.49,2.84,-7.35
-9.47,1.64,-6.43
-10.82,2.2,-4.17
-12.14,2.09,0.21
-11.85,1.64,1.66
-11.82,1.45,3.02
-11.23,0.23,4.63
-10.71,-0.37,4.85
,,
0.54,-0.32,0.7
-0.04,-0.47,0.68
-0.49,-0.67,0.58
-0.7,-0.61,0.28
-0.95,-0.64,0.27
-1.3,-0.64,0.21
-1.66,-0.59,0.06
-2.71,0.17,-0.24
-3.57,0.99,-0.3
-4.5,1.88,-0.39
-4.95,2.65,-0.32
-4.73,2.75,-0.1
-4.69,2.8,0.18
-4.98,2.63,0.41
-4.86,2.4,0.42
-5.04,2.58,0.53
-5.38,2.91,0.72
-5.39,3.1,0.97
-4.88,2.99,0.99
-4.26,2.64,1.04
-2.79,1.28,1.21
-2.11,0.58,1.22
-1.51,-0.02,1.27
-0.71,-0.77,1.28
-0.62,-0.8,1.31
-0.77,-0.69,1.41
-0.87,-0.67,1.46
-0.63,-0.71,1.59
-0.71,-0.81,1.51
-0.86,-1,1.31
-0.82,-1.25,1.01
-1,-1.07,0.92
-1.17,-0.92,0.92
-0.53,-1.37,0.63
-0.56,-1.29,0.43
-0.89,-1.19,0.27
-0.9,-1.48,0.07
-0.84,-1.06,0.09
-1.08,-0.96,0.25
-1.24,-0.8,0.43
-1.48,-0.5,0.63
-1.99,-0.62,0.8
-2.32,-0.86,0.9
-2.25,-1.27,1.28
-2.58,-1.25,1.45
-2.77,-1.26,1.54
-2.32,-1.2,1.65
-2.25,-1.11,1.62
-2.43,-0.87,1.69
-2.59,-0.66,1.72
,,
-1.3,-0.64,0.21
-1.66,-0.59,0.06
-2.71,0.17,-0.24
-3.57,0.99,-0.3
-4.5,1.88,-0.39
-4.95,2.65,-0.32
-4.73,2.75,-0.1
-4.69,2.8,0.18
-4.98,2.63,0.41
-4.86,2.4,0.42
-5.04,2.58,0.53
-5.38,2.91,0.72
-1.07,-1.53,-0.86
-1.42,-1.94,-0.68
-1.66,-2.76,-1
-1.66,-2.76,-1
-1.43,-5.01,-3.77
-0.4,-4.71,-4.01
1.22,-4.37,-3.98
1.06,-5.22,-4.28
0.95,-7.06,-5.43
2.09,-13.98,-9.28
3.89,-19.34,-11.85
5.68,-26.13,-15.12
9.6,-37.03,-25.21
9.6,-37.03,-25.21
11.25,-41.17,-31.63
19.44,-45.99,-39.48
19.97,-46.53,-36.8
7.11,-47.05,-32.51
7.11,-47.05,-32.51
-6.63,-47.37,-26.58
-21.9,-47.87,-23.01
-25.62,-40.68,-26.97
-33.55,-18.76,-30.54
-33.55,-18.76,-30.54
-35.58,-14.39,-34.29
-33.11,3.05,-38.59
-32.5,26.16,4.38
-32.02,16.22,15.18
-32.02,16.22,15.18
-31.37,22.93,8.21
-30.84,7.96,3.55
-30.69,10.57,4.49
-22.81,9.57,4.33
-22.81,9.57,4.33
-18.3,5.93,0.85
-16.65,5.94,-0.23
-11.98,5.58,0.84
-9.82,5.71,1.78
,,
-0.15,0.22,0.7
-0.18,0.2,0.78
-0.3,0.31,1.04
-0.4,0.61,1.26
-0.38,0.72,1.35
-0.44,0.66,1.36
-0.5,0.87,1.46
-0.37,0.77,1.29
-0.13,0.48,1.03
-0.21,0.53,0.87
-0.38,0.84,1.04
-0.51,-0.48,-0.14
-0.28,-0.77,-0.39
-0.14,-1.26,-0.95
-0.17,-2.1,-1.65
-0.5,-4.04,-3.15
-0.83,-5.24,-3.96
-0.68,-6.89,-4.99
2.43,-12.15,-8.25
4.97,-16.25,-10.66
8.77,-20.5,-13.99
21.29,-29.81,-26.02
29.67,-34.56,-30.89
36.24,-41.41,-32.46
36.58,-46.87,-30.12
13.15,-47.19,-22.5
3.55,-47.47,-18.26
-2.13,-47.61,-17.7
-13.37,-39.95,-21.01
-18.15,-34.38,-24.19
-21.79,-26.32,-27.31
-28.63,-7.51,-35
-28.44,-2.03,-39.37
-30.6,2.12,-34.37
-31.7,7.98,-24.81
-31.46,13.03,20.33
-31.24,11.48,9.89
-30.87,19.88,-3.45
-30.53,12.48,4.62
-30.28,8.45,6.03
-28.65,5.97,5.65
-19.73,-1.01,4.02
-19.01,0.65,3.57
-17.42,2.56,3.35
-16.67,4.32,1.01
-9.53,8.96,4.39
-12.52,9.76,1.31
-13.07,8.42,2.73
-11.04,5.68,0.11
-7.89,3.59,1.45
,,
0.77,0.27,0.52
0.82,0.04,0.45
0.8,-0.16,0.47
0.9,-0.51,0.44
0.89,-0.68,0.39
0.86,-0.72,0.32
0.96,-0.86,0
0.95,-0.96,-0.24
0.82,-1.03,-0.49
0.59,-1.46,-1.04
0.51,-1.84,-1.36
0.6,-2.38,-1.61
0.59,-2.82,-1.82
0.13,-2.79,-2.3
0.17,-3.23,-2.46
0.43,-3.74,-2.8
1.51,-4.8,-3.77
1.92,-5.61,-4.06
2.23,-6.07,-4.26
2.65,-6.54,-4.62
2.45,-7.01,-4.43
2.04,-7.19,-4.14
1.79,-7.48,-3.87
4.61,-10.03,-5.07
7.3,-13.37,-8.34
10.62,-19.51,-14.72
23.49,-37.98,-39.17
34.74,-45.23,-43.97
38.31,-46.86,-43.35
21.85,-47.16,-42.81
8.63,-47.38,-42.11
-2.2,-47.48,-41.18
-9.48,-46.97,-40.15
-25.27,-30.68,-39.23
-31.74,-20.63,-38.39
-32.75,-2.3,-37.62
-31.98,26.48,10.34
-31.05,27.84,-10.45
-30.38,35.95,6.74
-30.13,-1.59,1.47
-30.05,4.87,10.05
-30.06,15.52,22.35
-30.15,8.66,11.22
-30.26,8.33,8.46
-28.14,8.54,8.54
-24.53,9.41,9.2
-18.52,7.99,8.59
-14.2,6.19,7.36
-11.03,4.17,5.85
-7.83,0.55,3.54
,,
-0.18,1.51,0.87
-0.11,1.14,0.94
-0.06,0.83,1.02
-0.07,0.55,1.13
0.05,-0.19,1.54
0.14,-0.55,1.62
0.35,-0.44,1.69
0.42,0.48,1.49
0.52,0.86,1.21
0.57,1.16,0.78
0.66,1.22,0.37
0.93,0.54,-0.39
1.23,0.24,-0.57
1.62,-0.01,-0.74
2.45,-1.39,-1.68
3.09,-2.07,-2.43
4.09,-3.09,-3.43
6.74,-5.69,-6.47
8.73,-7.94,-8.13
10.26,-11.01,-10.03
11.22,-14.71,-12.12
16.45,-25.07,-16.19
19.64,-33.11,-15.95
22.72,-42.26,-15.86
20.97,-46.91,-16.33
15.18,-47.28,-15.23
8.14,-47.59,-15.08
-0.02,-47.78,-20.28
-2.93,-47.82,-24.73
-7.38,-47.38,-29.06
-22.14,-26.35,-39.03
-26.38,-18.34,-38.61
-29.83,-10.29,-38.29
-32.15,-1.48,-37.89
-31.46,17.8,-12.85
-31.26,18,21.99
-30.93,18.1,15.15
-30.42,17.4,-6.17
-30.19,-0.78,-0.42
-30.09,1.84,-0.84
-17.73,9.77,-3.45
-20.12,7.57,-4.48
-29.87,12.34,2.29
-13.56,1.56,7.74
-20.45,7.25,-4.9
-18.9,2.98,10.35
-7.25,2.52,-0.86
-6.68,-0.55,1.78
-5.43,-0.18,2.64
-5.08,0.37,2.37
,,
0.33,-0.84,-0.28
0.4,-1.1,-0.35
0.46,-1.41,-0.56
0.94,-1.85,-0.76
1.29,-2.14,-0.97
1.67,-2.28,-1.28
2.03,-1.95,-1.67
1.55,-2.17,-1.72
1.07,-1.74,-1.47
0.55,-0.98,-0.83
-0.95,0.25,0.57
-1.19,0.5,1.03
-1.11,0.91,1.26
-1.02,1.58,1.62
-1.13,2.05,1.76
-1.27,2.81,2.04
-2,4.26,2.98
-2.26,4.81,3.51
-2.37,4.92,3.97
-2.42,4.72,4.31
-2.01,4.02,4.46
-1.48,3.54,4.29
-0.98,3.33,3.9
-0.15,3,3.07
0.26,2.63,2.54
0.93,2.23,1.93
3.39,0.51,-0.06
5.07,-1.54,-1.88
6.6,-3.94,-3.95
7.95,-5.89,-6.19
12.38,-12.45,-14.7
16.76,-16.29,-22.73
23.2,-20.35,-32.68
35.7,-31.49,-46.86
40.19,-38.48,-46.59
39.89,-44.22,-46.28
30.27,-44.03,-45.88
22.26,-40.53,-45.18
15.28,-35.91,-43.62
-1.45,-28.64,-43.52
-8.89,-22.9,-40.23
-16.14,-13.19,-38.12
-26.65,-0.6,-24.11
-31.17,4.32,-0.37
-30.65,2.92,-1.12
-30.31,12.26,-3.02
-30.09,3.04,-0.12
-29.96,1.08,2.91
-29.91,6.86,3.55
-29.91,18.53,3.56
,,
-0.71,1.88,3.28
-0.45,1.54,2.95
-0.18,1.25,2.69
0.07,1.07,2.4
0.26,1.11,2.33
0.57,0.91,2.24
0.05,-0.23,2.03
0.04,-0.49,2.11
0,-0.28,2.31
-0.19,-0.19,2.1
0.08,-0.35,1.4
0.45,-0.33,0.43
1.2,-0.48,-0.42
2.6,-1.07,-2.37
3.07,-0.67,-3.59
3.4,0,-4.46
3.9,1.11,-6.08
4.53,1.32,-6.87
4.49,1.21,-7.24
3.93,-0.33,-8.18
4.56,-2.17,-8.28
5.52,-4.42,-8.44
6.01,-6.86,-8.51
9.87,-12.61,-12.55
13.16,-16.1,-16.65
17.86,-19.47,-21.54
30.41,-23.77,-33.01
36.79,-28.74,-35.59
38.78,-36.46,-38.96
35.39,-43.97,-39.72
34.55,-44.63,-35.63
29.24,-45.05,-33.6
20.19,-45.52,-33.57
-1.27,-41.15,-38.17
-11.25,-30.16,-40.71
-20.68,-17.9,-39.74
-32.47,15.3,-37.89
-31.66,31.27,-32.18
-30.97,35.48,-16.35
-30.4,19.5,-10.49
-30.07,13.62,-9.89
-29.95,9.12,-5.28
-29.94,7.47,0.3
-29.98,12.5,5.58
-29.95,12.06,4.67
-25.9,10.04,3.34
-22.09,7.78,2.31
-16.75,6.07,1.97
-11.38,2.61,1.19
-7.29,-0.32,0.83
,,
-0.45,1.54,2.95
-0.18,1.25,2.69
0.07,1.07,2.4
0.26,1.11,2.33
0.57,0.91,2.24
0.05,-0.23,2.03
0.04,-0.49,2.11
0,-0.28,2.31
-0.19,-0.19,2.1
0.08,-0.35,1.4
0.45,-0.33,0.43
1.2,-0.48,-0.42
2.6,-1.07,-2.37
3.07,-0.67,-3.59
3.4,0,-4.46
3.9,1.11,-6.08
-6.43,7.08,7.95
-6.39,7.45,8.22
-6.15,7.53,8.14
-5.13,6.77,7.3
-4.59,6.3,6.62
-3.28,5.73,6.06
-1.87,4.18,4.64
-1.64,3.88,3.97
-0.98,3.7,3.46
-0.21,3.29,2.86
1.49,2.3,1.19
1.78,1.86,0.32
1.9,1.63,-0.46
2.58,0.85,-1.68
2.87,0.69,-2.58
2.95,0.5,-3.85
4.51,0.56,-6.42
4.89,0.27,-7.7
5.55,-0.38,-8.91
6.74,-1.7,-10.25
9.45,-5.11,-14.04
10.7,-6.3,-16.15
11.5,-8.35,-19.28
15.06,-10.19,-27.36
18.12,-10.65,-32.96
22.49,-10.53,-40.93
32.33,-12.57,-47.84
34.72,-18.92,-47.57
34.16,-24.1,-47.26
23.73,-32.1,-46.75
20.92,-35.82,-45.51
16.9,-38.17,-44.54
10.31,-36.17,-44.12
-5.09,-27.39,-43.05
,,
-0.18,1.25,2.69
0.07,1.07,2.4
0.26,1.11,2.33
0.57,0.91,2.24
0.05,-0.23,2.03
0.04,-0.49,2.11
0,-0.28,2.31
-0.19,-0.19,2.1
0.08,-0.35,1.4
0.45,-0.33,0.43
1.2,-0.48,-0.42
2.6,-1.07,-2.37
3.07,-0.67,-3.59
3.4,0,-4.46
3.9,1.11,-6.08
-6.43,7.08,7.95
-6.79,6.69,5.28
-6.33,6.25,5.3
-4.75,5.06,4.7
-3.55,4.43,4.17
-2.76,3.91,3.69
-1.18,2.84,3.15
-0.48,2.23,2.71
0.15,1.8,2.33
0.91,1.13,1.46
1.09,1.08,0.96
1.42,1.12,0.41
2.43,0.21,-0.72
2.59,0.07,-1.15
2.6,-0.18,-1.58
3.13,-0.37,-1.99
5.09,-0.63,-2.96
6.21,-0.12,-3.43
7.25,-0.13,-4.26
7.68,-0.75,-5.49
7.67,-1.45,-7.05
7.07,-2.79,-8.77
7.43,-5.92,-12.37
8.03,-7.73,-14
8.31,-9.41,-15.88
9.28,-10.81,-17.62
11.73,-12.64,-23.77
13.24,-13.67,-26.99
15.01,-16,-30.56
19.39,-18.16,-38
22.41,-19.63,-39.45
23.21,-22.38,-40.46
19.51,-24.64,-41.8
18.54,-26.44,-40.81
17.75,-28.33,-41.57
,,
0.04,-0.49,2.11
0,-0.28,2.31
-0.19,-0.19,2.1
0.08,-0.35,1.4
0.45,-0.33,0.43
1.2,-0.48,-0.42
2.6,-1.07,-2.37
3.07,-0.67,-3.59
3.4,0,-4.46
3.9,1.11,-6.08
-6.43,7.08,7.95
-6.79,6.69,5.28
0.02,3.96,1.56
-0.25,4.62,2.23
-0.25,4.62,2.23
-0.35,5.36,2.69
-2.53,8.53,4.36
-3.09,9.3,4.91
-3.67,10.2,5.75
-3.67,10.2,5.75
-2.97,8.82,6.94
-1.49,6.45,6.64
-1.48,6.65,6.39
-1.18,6.57,5.98
-1.18,6.57,5.98
-0.49,5.99,5.27
1.19,4.63,3.25
2.63,2.71,1.14
2.98,1.93,-0.12
2.98,1.93,-0.12
4.16,0.55,-1.73
4.38,0.16,-2.23
4.98,-0.51,-3.7
5.11,-0.68,-4.1
5.11,-0.68,-4.1
5.19,-1.01,-4.44
4.16,-0.28,-4.52
3.6,0.46,-4.39
2.99,0.9,-4.38
2.17,0.79,-4.58
1.69,0.39,-5.11
2.26,-0.24,-5.24
2.4,-0.62,-5.27
2.4,-0.36,-4.93
1.88,-0.14,-4.55
1.23,-1.2,-4.6
-0.51,-8,-6.3
-1.47,-11.29,-7.84
-2.18,-14.86,-9.75
-2.68,-23.33,-16.68
,,
0,-0.28,2.31
-0.19,-0.19,2.1
0.08,-0.35,1.4
0.45,-0.33,0.43
1.2,-0.48,-0.42
2.6,-1.07,-2.37
3.07,-0.67,-3.59
3.4,0,-4.46
3.9,1.11,-6.08
-6.43,7.08,7.95
-6.79,6.69,5.28
0.02,3.96,1.56
-0.25,4.62,2.23
-0.25,4.62,2.23
-0.35,5.36,2.69
-2.53,8.53,4.36
-2.56,4.69,3.14
-2.91,4.86,3.73
-3.45,4.78,4.54
-3.02,4.66,4.62
-2.17,4.43,4.54
-1.1,4.66,3.9
-1.02,4.91,3.58
-0.98,4.89,3.34
-1.8,4.73,3.17
-1,4.11,3.58
-1.09,3.1,3.08
-0.55,2.59,2.3
1.48,1.41,0.88
1.97,1.44,0.17
0.96,1.42,-0.94
3.3,1,-1.47
3.54,0.26,-1.8
3.03,-0.56,-2.37
2.03,-0.43,-2.59
2.35,-0.84,-2.77
2.66,-1.46,-2.88
2.97,-2.08,-3.03
3.37,-3.23,-3.47
3.22,-3.74,-3.74
3.34,-4.36,-4.05
4.38,-5.64,-5.75
4.59,-6.08,-6.64
5.12,-5.77,-7.76
5.58,-6.47,-8.6
5.97,-10.67,-8.15
5.9,-11.3,-8.71
6.13,-10.81,-9.77
6.93,-12.29,-12.16
8.07,-15.03,-13.68
,,
0.08,-0.35,1.4
0.45,-0.33,0.43
1.2,-0.48,-0.42
2.6,-1.07,-2.37
3.07,-0.67,-3.59
3.4,0,-4.46
3.9,1.11,-6.08
-6.43,7.08,7.95
-6.79,6.69,5.28
0.02,3.96,1.56
-0.25,4.62,2.23
-0.25,4.62,2.23
-0.35,5.36,2.69
-2.53,8.53,4.36
-2.56,4.69,3.14
2.3,-3.42,-3.18
3.22,-3.75,-4.12
3.28,-3.78,-4.33
3.36,-3.78,-4.41
2.54,-3.24,-4.21
1.95,-2.73,-3.81
1.95,-2.73,-3.81
0.64,-1.52,-2.92
0.57,-1.17,-2.85
0.32,-0.83,-2.77
0.4,-0.55,-2.7
0.76,-0.61,-2.98
0.42,-0.22,-2.94
-0.18,0.49,-2.6
-1.19,1.44,-1.63
-1,1.57,-1.22
-1.11,1.85,-0.87
-1.39,2.37,-0.01
-1.41,2.51,0.54
-1.63,2.6,1.01
-1.81,2.85,1.5
-1.81,2.85,1.5
-2.7,3.77,2.5
-3.42,4.66,3.26
-3.34,4.27,3.71
-3.28,4.3,3.97
-3.28,4.3,3.97
-3.58,4.53,4.23
-3.1,4.11,4.23
-2.9,3.89,4.03
-2.56,3.63,3.87
-2.56,3.63,3.87
-2.24,3.3,3.6
-1.75,3.06,2.7
-0.88,2.38,1.59
,,
-0.87,1.16,0.08
-1.08,1.25,0.16
-1.18,1.37,0.15
-1.14,1.44,0.18
-1.02,1.23,0.2
-0.75,1.13,0.1
-0.36,1.16,-0.2
0.01,0.73,-0.65
-0.28,0.8,-0.53
-0.57,0.9,-0.52
-0.39,0.73,-0.8
-0.27,0.31,-1.17
0.18,-0.13,-1.63
0.73,-0.59,-2.06
1.17,-1.97,-3.03
1.63,-2.71,-3.55
2.15,-3.62,-4.24
3.08,-6.17,-6.02
3.91,-8.32,-7.3
5.92,-11.26,-9.36
11.73,-18.42,-16.84
15.89,-21.39,-22.26
22.77,-23.47,-28.19
29.48,-26.5,-33.72
34.29,-39.1,-36.91
32.03,-44.58,-37.8
27.31,-45.74,-35.03
18.93,-45.92,-33.14
12.83,-45.3,-34.39
4.55,-37.83,-36.35
-13.42,-21.94,-38.08
-22.07,-12.65,-32.9
-31.62,-0.86,-17.96
-32.05,11.21,-4.75
-31.41,24.1,-6.9
-30.86,20.56,-12.81
-30.42,21.51,-9.32
-30.13,22.59,7.23
-29.97,16.53,10.75
-29.91,12.33,12.9
-29.91,8.07,10.03
-28.87,7.49,9.31
-25.92,7.23,8.72
-20.46,6.29,9.68
-24.88,6.28,7.86
-11.04,0.24,5.75
-12.9,1.82,3.86
-14.78,1.98,2.18
-13.66,2.38,0.67
-13.29,1.99,-0.16
,,
-0.39,0.73,-0.8
-0.27,0.31,-1.17
0.18,-0.13,-1.63
0.73,-0.59,-2.06
1.17,-1.97,-3.03
1.63,-2.71,-3.55
2.15,-3.62,-4.24
-1.22,1.22,0
-0.87,0.75,-0.5
-0.72,0.78,-1.11
0.6,0.83,-2.23
1.03,0.42,-3.34
2.48,-0.22,-4.07
0.92,-0.52,-4.09
0.55,-0.37,-3.32
0.38,-0.34,-3.18
2.63,-1.73,-4.78
3.5,-2.31,-6.97
4.93,-1.99,-7.69
5.19,-1.35,-8.12
3.56,-0.84,-7.68
2.39,0.07,-6.39
2.12,0.09,-5.6
7.51,-5.87,-8.74
10.87,-8.96,-11.3
13.32,-11.26,-12.87
18.36,-19.49,-19.06
21.7,-21.6,-22.06
23.32,-25.36,-22.57
23.32,-25.36,-22.57
20.65,-45.59,-13.61
24.22,-46.27,-12.33
25.37,-46.33,-13.97
17.26,-45.6,-20.48
9.88,-40.02,-23.09
1.32,-32.62,-25.18
-21.54,-10.85,-26.66
-32.83,4.87,-18.68
-32.13,16.36,-9.41
-31.36,22.48,-0.42
-30.75,29.96,-6.75
-30.28,19.73,-6.78
-30.02,8.33,2.34
-29.92,13.1,16.2
-29.9,12.72,13.36
-29.97,17.51,11.65
-25.91,8.92,7.88
-22.59,3.62,10.36
-16.23,2.64,6.78
-16.23,2.64,6.78
,,
0.6,0.83,-2.23
1.03,0.42,-3.34
