ax,ay,az
-0.26,-0.79,1.91
-0.26,-0.79,1.91
-1.53,-2.33,3.93
-1.53,-2.33,3.93
-1.53,-2.33,3.93
,,
-0.05,-1.28,0.85
-1.19,2.44,-0.48
-2.01,6.16,-2.24
0.94,-0.23,0.47
-0.65,1.56,0.14
-4.59,4.12,-3.21
1.01,0.13,-0.9
-0.42,0.24,-2.06
0.47,-0.26,-0.07
1.28,0.1,1.13
-0.06,-0.57,-0.15
-0.88,1.27,-0.17
0.25,1.15,-0.31
1.12,0.16,1.45
-1.12,1,0.2
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
4.23,-10.73,6.45
4.23,-10.73,6.45
4.94,-11.36,6.42
4.94,-11.36,6.42
4.94,-11.36,6.42
4.94,-11.36,6.42
5.53,-11.87,6.33
5.53,-11.87,6.33
5.53,-11.87,6.33
5.53,-11.87,6.33
5.53,-11.87,6.33
5.81,-12.2,6.23
5.81,-12.2,6.23
5.81,-12.2,6.23
5.81,-12.2,6.23
5.81,-12.2,6.23
5.81,-12.2,6.23
5.87,-11.97,6.06
5.87,-11.97,6.06
5.87,-11.97,6.06
5.87,-11.97,6.06
5.78,-11.58,5.7
5.78,-11.58,5.7
5.78,-11.58,5.7
5.78,-11.58,5.7
5.5,-11.28,5.39
5.5,-11.28,5.39
5.5,-11.28,5.39
5.5,-11.28,5.39
4.51,-10.3,4.57
4.51,-10.3,4.57
4.51,-10.3,4.57
4.51,-10.3,4.57
,,
-1.19,2.44,-0.48
-2.01,6.16,-2.24
0.94,-0.23,0.47
-0.65,1.56,0.14
-4.59,4.12,-3.21
1.01,0.13,-0.9
-0.42,0.24,-2.06
0.47,-0.26,-0.07
1.28,0.1,1.13
-0.06,-0.57,-0.15
-0.88,1.27,-0.17
0.25,1.15,-0.31
1.12,0.16,1.45
-1.12,1,0.2
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
1.58,-10.89,5.74
1,-5.95,0.51
1,-5.95,0.51
0.7,-5.36,0.35
0.7,-5.36,0.35
0.7,-5.36,0.35
0.7,-5.36,0.35
0.7,-5.36,0.35
0.26,-4.65,0.07
0.26,-4.65,0.07
0.26,-4.65,0.07
0.26,-4.65,0.07
0.26,-4.65,0.07
-0.42,-3.31,-0.1
-0.42,-3.31,-0.1
-0.42,-3.31,-0.1
-0.42,-3.31,-0.1
-0.85,-2.42,-0.01
-0.85,-2.42,-0.01
-0.85,-2.42,-0.01
-1.23,-1.56,-0.08
-1.23,-1.56,-0.08
-1.23,-1.56,-0.08
-1.23,-1.56,-0.08
-1.23,-1.56,-0.08
-1.23,-1.56,-0.08
-2.04,-0.1,0.09
-2.04,-0.1,0.09
-2.04,-0.1,0.09
-2.04,-0.1,0.09
-2.04,-0.1,0.09
-2.04,-0.1,0.09
-2.59,0.8,0.19
-2.59,0.8,0.19
,,
-4.59,4.12,-3.21
1.01,0.13,-0.9
-0.42,0.24,-2.06
0.47,-0.26,-0.07
1.28,0.1,1.13
-0.06,-0.57,-0.15
-0.88,1.27,-0.17
0.25,1.15,-0.31
1.12,0.16,1.45
-1.12,1,0.2
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-2.28,3.21,-5.45
-2.28,3.21,-5.45
-2.28,3.21,-5.45
-1.86,5.52,-4.81
-1.86,5.52,-4.81
-1.86,5.52,-4.81
-1.86,5.52,-4.81
-1.57,5.8,-3.57
-1.57,5.8,-3.57
-1.57,5.8,-3.57
-1.57,5.8,-3.57
-1.57,5.8,-3.57
-3.39,5.12,-2.69
-3.39,5.12,-2.69
-3.39,5.12,-2.69
-3.39,5.12,-2.69
-3.39,5.12,-2.69
-3.39,5.12,-2.69
-4.27,4.47,-1.3
-4.27,4.47,-1.3
-4.27,4.47,-1.3
-4.27,4.47,-1.3
-5.59,3.2,-1.83
-5.59,3.2,-1.83
-5.59,3.2,-1.83
-5.59,3.2,-1.83
-5.48,2.4,-2.41
-5.48,2.4,-2.41
-5.48,2.4,-2.41
-5.48,2.4,-2.41
-1.9,2.38,-2.6
-1.9,2.38,-2.6
-1.9,2.38,-2.6
,,
0.47,-0.26,-0.07
1.28,0.1,1.13
-0.06,-0.57,-0.15
-0.88,1.27,-0.17
0.25,1.15,-0.31
1.12,0.16,1.45
-1.12,1,0.2
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
1.63,0,-8.13
0.23,1.14,-7.78
0.23,1.14,-7.78
0.23,1.14,-7.78
0.23,1.14,-7.78
0.23,1.14,-7.78
0.23,1.14,-7.78
-0.47,2.4,-7.42
-0.47,2.4,-7.42
-0.47,2.4,-7.42
-0.47,2.4,-7.42
-1.61,3.82,-7.09
-1.61,3.82,-7.09
-1.61,3.82,-7.09
-1.61,3.82,-7.09
-4.22,7.22,-7.15
-4.22,7.22,-7.15
-4.22,7.22,-7.15
-4.22,7.22,-7.15
-4.48,8.99,-7.09
-4.48,8.99,-7.09
-4.48,8.99,-7.09
-4.48,8.99,-7.09
-4.48,8.99,-7.09
-4.28,9.73,-7.37
-4.28,9.73,-7.37
-4.28,9.73,-7.37
-4.28,9.73,-7.37
-4.28,9.73,-7.37
-1.93,9.15,-8.55
-1.93,9.15,-8.55
-1.93,9.15,-8.55
-1.93,9.15,-8.55
,,
-0.88,1.27,-0.17
0.25,1.15,-0.31
1.12,0.16,1.45
-1.12,1,0.2
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
1.83,-0.51,-9.84
1.83,-0.51,-9.84
1.83,-0.51,-9.84
2.64,-0.73,-9.27
2.64,-0.73,-9.27
2.64,-0.73,-9.27
2.16,-0.3,-8.99
2.16,-0.3,-8.99
2.16,-0.3,-8.99
2.16,-0.3,-8.99
2.16,-0.3,-8.99
2.16,-0.3,-8.99
2.04,0.97,-8.3
2.04,0.97,-8.3
2.04,0.97,-8.3
2.04,0.97,-8.3
2.04,0.97,-8.3
1.43,1.72,-7.57
1.43,1.72,-7.57
1.43,1.72,-7.57
1.43,1.72,-7.57
1.43,1.72,-7.57
0.44,2.74,-7.01
0.44,2.74,-7.01
0.44,2.74,-7.01
0.44,2.74,-7.01
-0.24,4.08,-6.61
-0.24,4.08,-6.61
-0.24,4.08,-6.61
-0.64,5.48,-6.28
-0.64,5.48,-6.28
-0.64,5.48,-6.28
-0.64,5.48,-6.28
,,
0.25,1.15,-0.31
1.12,0.16,1.45
-1.12,1,0.2
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.17,-9.64,-2.28
1.17,-9.64,-2.28
1.17,-9.64,-2.28
-0.74,-6.61,-3.69
-0.74,-6.61,-3.69
-0.74,-6.61,-3.69
-0.74,-6.61,-3.69
-0.74,-6.61,-3.69
-1.56,-5.85,-4.65
-1.56,-5.85,-4.65
-1.56,-5.85,-4.65
-1.56,-5.85,-4.65
-2.18,-5.59,-5.55
-2.18,-5.59,-5.55
-2.18,-5.59,-5.55
-2.18,-5.59,-5.55
-3.75,-5.56,-7.33
-3.75,-5.56,-7.33
-3.75,-5.56,-7.33
-3.75,-5.56,-7.33
-4.17,-5.79,-9.26
-4.17,-5.79,-9.26
-4.17,-5.79,-9.26
-4.17,-5.79,-9.26
-4.17,-5.79,-9.26
-3.55,-6.15,-11.53
-3.55,-6.15,-11.53
-3.55,-6.15,-11.53
-3.55,-6.15,-11.53
-3.55,-6.15,-11.53
-3.55,-6.15,-11.53
-2.77,-6.6,-13.93
-2.77,-6.6,-13.93
,,
1.12,0.16,1.45
-1.12,1,0.2
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
-1.54,8.34,-14.7
-1.54,8.34,-14.7
-1.81,8.89,-12.06
-1.81,8.89,-12.06
-1.81,8.89,-12.06
-1.81,8.89,-12.06
-0.94,8.58,-9.42
-0.94,8.58,-9.42
-0.94,8.58,-9.42
-0.94,8.58,-9.42
-1.29,8.18,-6.83
-1.29,8.18,-6.83
-1.29,8.18,-6.83
-1.29,8.18,-6.83
-1.29,8.18,-6.83
-1.91,7.01,-4.99
-1.91,7.01,-4.99
-1.91,7.01,-4.99
-1.91,7.01,-4.99
-1.91,7.01,-4.99
-1.91,7.01,-4.99
-0.78,6.05,-4.26
-0.78,6.05,-4.26
-0.78,6.05,-4.26
-0.78,6.05,-4.26
-0.12,4.64,-4.28
-0.12,4.64,-4.28
-0.12,4.64,-4.28
2.4,0.57,-5.29
2.4,0.57,-5.29
2.4,0.57,-5.29
2.4,0.57,-5.29
3.36,-0.97,-5.74
,,
-1.12,1,0.2
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-3.23,16.36,-21.77
-3.23,16.36,-21.77
-3.23,16.36,-21.77
-3.23,16.36,-21.77
-3.23,16.36,-21.77
-2.43,13.99,-22.71
-2.43,13.99,-22.71
-2.43,13.99,-22.71
-2.43,13.99,-22.71
-2.43,13.99,-22.71
-1.71,6.44,-22.53
-1.71,6.44,-22.53
-1.71,6.44,-22.53
-1.71,6.44,-22.53
-1.71,6.44,-22.53
-1.78,3.2,-21.4
-1.78,3.2,-21.4
-1.78,3.2,-21.4
-1.78,3.2,-21.4
-1.05,-0.24,-19.43
-1.05,-0.24,-19.43
-1.05,-0.24,-19.43
2.76,-9.77,-13.79
2.76,-9.77,-13.79
2.76,-9.77,-13.79
2.76,-9.77,-13.79
2.76,-9.77,-13.79
2.76,-9.77,-13.79
5.19,-13.19,-9.83
5.19,-13.19,-9.83
5.19,-13.19,-9.83
5.19,-13.19,-9.83
5.19,-13.19,-9.83
,,
-0.67,-0.69,-5.19
-4.76,7.51,-2.21
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
-2.5,4.07,-3.21
-1.23,2.99,-4.92
-1.23,2.99,-4.92
-1.23,2.99,-4.92
-1.23,2.99,-4.92
-2.06,5.28,-6.78
-2.06,5.28,-6.78
-2.06,5.28,-6.78
-3.08,7.36,-8.09
-3.08,7.36,-8.09
-3.08,7.36,-8.09
-3.08,7.36,-8.09
-3.49,8.89,-9.62
-3.49,8.89,-9.62
-3.49,8.89,-9.62
-3.49,8.89,-9.62
-3.49,8.89,-9.62
-3.49,8.89,-9.62
-5.48,10.95,-13.38
-5.48,10.95,-13.38
-5.48,10.95,-13.38
-5.48,10.95,-13.38
-5.48,10.95,-13.38
-5.44,10.45,-16.37
-5.44,10.45,-16.37
-5.44,10.45,-16.37
-5.44,10.45,-16.37
-4.47,8.91,-19.07
-4.47,8.91,-19.07
-4.47,8.91,-19.07
-4.47,8.91,-19.07
-3.83,6.44,-21.12
-3.83,6.44,-21.12
,,
-4.76,7.51,-2.21
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-8.4,11.87,-16.09
-8.4,11.87,-16.09
-8.4,11.87,-16.09
-8.35,9.92,-19.86
-8.35,9.92,-19.86
-8.35,9.92,-19.86
-8.35,9.92,-19.86
-8.35,9.92,-19.86
-6.87,7.24,-23.17
-6.87,7.24,-23.17
-6.87,7.24,-23.17
-6.87,7.24,-23.17
-6.87,7.24,-23.17
-4.48,3.19,-25.34
-4.48,3.19,-25.34
-4.48,3.19,-25.34
-4.48,3.19,-25.34
-4.48,3.19,-25.34
4.27,-11.01,-24.55
4.27,-11.01,-24.55
4.27,-11.01,-24.55
15.21,-22.6,-21.9
15.21,-22.6,-21.9
15.21,-22.6,-21.9
15.21,-22.6,-21.9
28.26,-34.42,-15.6
28.26,-34.42,-15.6
28.26,-34.42,-15.6
28.26,-34.42,-15.6
28.26,-34.42,-15.6
28.26,-34.42,-15.6
33.35,-30.57,-11.24
33.35,-30.57,-11.24
,,
1.58,-10.89,5.74
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
26.59,-23.27,-15.91
26.59,-23.27,-15.91
26.59,-23.27,-15.91
26.59,-23.27,-15.91
11.02,-15.11,-22.79
11.02,-15.11,-22.79
11.02,-15.11,-22.79
11.02,-15.11,-22.79
0.3,-6.57,-26.29
0.3,-6.57,-26.29
0.3,-6.57,-26.29
0.3,-6.57,-26.29
-8.8,3.66,-23.67
-8.8,3.66,-23.67
-8.8,3.66,-23.67
-10.15,7.56,-18.99
-10.15,7.56,-18.99
-10.15,7.56,-18.99
-10.15,7.56,-18.99
-10.15,7.56,-18.99
-10.15,7.56,-18.99
-13.98,10.25,-13.08
-13.98,10.25,-13.08
-13.98,10.25,-13.08
-13.98,10.25,-13.08
-13.98,10.25,-13.08
-27.5,26.66,-0.27
-27.5,26.66,-0.27
-27.5,26.66,-0.27
-27.5,26.66,-0.27
-32.09,30.97,2.95
-32.09,30.97,2.95
-32.09,30.97,2.95
,,
-0.33,-3.81,1.11
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
30.83,-27.59,-8.72
23.76,-22.55,-13.23
23.76,-22.55,-13.23
23.76,-22.55,-13.23
23.76,-22.55,-13.23
2.96,-5.89,-20.59
2.96,-5.89,-20.59
2.96,-5.89,-20.59
2.96,-5.89,-20.59
2.96,-5.89,-20.59
2.96,-5.89,-20.59
-3.28,1.58,-20.02
-3.28,1.58,-20.02
-3.28,1.58,-20.02
-3.28,1.58,-20.02
-3.28,1.58,-20.02
-6.22,7.42,-16.72
-6.22,7.42,-16.72
-6.22,7.42,-16.72
-6.22,7.42,-16.72
-6.22,7.42,-16.72
-9.43,10.91,-11.44
-9.43,10.91,-11.44
-9.43,10.91,-11.44
-23.94,21.8,-0.16
-23.94,21.8,-0.16
-23.94,21.8,-0.16
-23.94,21.8,-0.16
-28.79,27.55,3.64
-28.79,27.55,3.64
-28.79,27.55,3.64
-28.79,27.55,3.64
-28.79,27.55,3.64
,,
0.65,-4.15,2.85
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
-13.65,13.7,3.27
22.08,-25.82,-12.81
27.33,-25.17,-7.59
27.33,-25.17,-7.59
27.33,-25.17,-7.59
27.33,-25.17,-7.59
27.33,-25.17,-7.59
27.33,-25.17,-7.59
20.51,-17.67,-10.56
20.51,-17.67,-10.56
20.51,-17.67,-10.56
20.51,-17.67,-10.56
12.1,-9.91,-14.01
12.1,-9.91,-14.01
12.1,-9.91,-14.01
12.1,-9.91,-14.01
4.9,-3.33,-15.27
4.9,-3.33,-15.27
4.9,-3.33,-15.27
-4.16,7.99,-10.92
-4.16,7.99,-10.92
-4.16,7.99,-10.92
-4.16,7.99,-10.92
-4.16,7.99,-10.92
-4.16,7.99,-10.92
-7.6,10.4,-7.35
-7.6,10.4,-7.35
-7.6,10.4,-7.35
-7.6,10.4,-7.35
-7.6,10.4,-7.35
-10.65,12.5,-3.07
-10.65,12.5,-3.07
-10.65,12.5,-3.07
-10.65,12.5,-3.07
,,
0.93,-0.8,2.46
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
-13.65,13.7,3.27
15.35,-20,-17.69
-12.34,19.84,2.85
-12.34,19.84,2.85
-12.34,19.84,2.85
-12.34,19.84,2.85
-8.53,17.94,-0.52
-8.53,17.94,-0.52
-8.53,17.94,-0.52
-8.53,17.94,-0.52
-5.45,14.45,-4.66
-5.45,14.45,-4.66
-5.45,14.45,-4.66
-5.45,14.45,-4.66
-5.45,14.45,-4.66
-0.93,7.65,-9.77
-0.93,7.65,-9.77
-0.93,7.65,-9.77
-0.93,7.65,-9.77
-0.93,7.65,-9.77
-0.93,7.65,-9.77
0.74,4.64,-11.61
0.74,4.64,-11.61
0.74,4.64,-11.61
0.74,4.64,-11.61
1.17,1.1,-13.05
1.17,1.1,-13.05
1.17,1.1,-13.05
1.17,1.1,-13.05
7.92,-9.87,-14.21
7.92,-9.87,-14.21
7.92,-9.87,-14.21
7.92,-9.87,-14.21
15.98,-20.49,-12.7
15.98,-20.49,-12.7
,,
2.33,-8.11,-11.18
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
-13.65,13.7,3.27
15.35,-20,-17.69
-21.45,19.57,6.58
27.48,-21.96,-10.39
27.48,-21.96,-10.39
27.48,-21.96,-10.39
27.48,-21.96,-10.39
17.85,-14.86,-12.81
17.85,-14.86,-12.81
17.85,-14.86,-12.81
17.85,-14.86,-12.81
17.85,-14.86,-12.81
4.42,-2.65,-16.61
4.42,-2.65,-16.61
4.42,-2.65,-16.61
4.42,-2.65,-16.61
0.22,-0.19,-15.34
0.22,-0.19,-15.34
0.22,-0.19,-15.34
0.22,-0.19,-15.34
-2.92,3.2,-13.05
-2.92,3.2,-13.05
-2.92,3.2,-13.05
-2.92,3.2,-13.05
-5,5.3,-10.24
-5,5.3,-10.24
-5,5.3,-10.24
-5,5.3,-10.24
-5,5.3,-10.24
-9.04,8.97,-4.74
-9.04,8.97,-4.74
-9.04,8.97,-4.74
-9.04,8.97,-4.74
-9.04,8.97,-4.74
-9.04,8.97,-4.74
-11.57,10.72,-0.64
,,
-0.36,-4.64,0.94
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
-13.65,13.7,3.27
15.35,-20,-17.69
-21.45,19.57,6.58
7.37,-15.77,-13.39
-12.9,9.54,-4.91
-12.9,9.54,-4.91
-12.9,9.54,-4.91
-12.77,12.42,-0.39
-12.77,12.42,-0.39
-12.77,12.42,-0.39
-12.77,12.42,-0.39
-13.67,18.59,4.78
-13.67,18.59,4.78
-13.67,18.59,4.78
-13.67,18.59,4.78
-13.56,20.75,6.11
-13.56,20.75,6.11
-13.56,20.75,6.11
-13.56,20.75,6.11
-13.56,20.75,6.11
-13.07,22.11,5.96
-13.07,22.11,5.96
-13.07,22.11,5.96
-13.07,22.11,5.96
-13.07,22.11,5.96
-13.07,22.11,5.96
-11.25,17.37,-0.94
-11.25,17.37,-0.94
-11.25,17.37,-0.94
-11.25,17.37,-0.94
-9.38,13.45,-5.46
-9.38,13.45,-5.46
-9.38,13.45,-5.46
-9.38,13.45,-5.46
-7.65,10.71,-9.45
-7.65,10.71,-9.45
-7.65,10.71,-9.45
,,
-1.82,-4.32,-1.97
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
-13.65,13.7,3.27
15.35,-20,-17.69
-21.45,19.57,6.58
7.37,-15.77,-13.39
-14.58,17.41,-1.67
22.06,-19.32,-12.27
22.06,-19.32,-12.27
22.06,-19.32,-12.27
22.06,-19.32,-12.27
22.06,-19.32,-12.27
22.06,-19.32,-12.27
28.77,-23.66,-8.34
28.77,-23.66,-8.34
28.77,-23.66,-8.34
28.77,-23.66,-8.34
28.77,-23.66,-8.34
28.77,-23.66,-8.34
30.11,-23.12,-6.4
30.11,-23.12,-6.4
30.11,-23.12,-6.4
14.73,-13.11,-10.15
14.73,-13.11,-10.15
14.73,-13.11,-10.15
14.73,-13.11,-10.15
8.18,-6.78,-10.54
8.18,-6.78,-10.54
8.18,-6.78,-10.54
8.18,-6.78,-10.54
2.5,-3.29,-11.05
2.5,-3.29,-11.05
2.5,-3.29,-11.05
2.5,-3.29,-11.05
2.5,-3.29,-11.05
2.5,-3.29,-11.05
-1.84,-0.26,-10.66
-1.84,-0.26,-10.66
-1.84,-0.26,-10.66
-1.84,-0.26,-10.66
,,
-0.35,-0.2,-13.35
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
-13.65,13.7,3.27
15.35,-20,-17.69
-21.45,19.57,6.58
7.37,-15.77,-13.39
-14.58,17.41,-1.67
5.36,-3.96,-13.91
-0.69,9,-14.88
-0.69,9,-14.88
0.4,4.4,-17.32
0.4,4.4,-17.32
0.4,4.4,-17.32
0.4,4.4,-17.32
1.93,-0.75,-18.11
1.93,-0.75,-18.11
1.93,-0.75,-18.11
4.88,-6.85,-18.24
4.88,-6.85,-18.24
4.88,-6.85,-18.24
4.88,-6.85,-18.24
22.36,-27.99,-12.22
22.36,-27.99,-12.22
22.36,-27.99,-12.22
22.36,-27.99,-12.22
22.36,-27.99,-12.22
22.36,-27.99,-12.22
30.83,-32.69,-8.03
30.83,-32.69,-8.03
30.83,-32.69,-8.03
30.83,-32.69,-8.03
30.83,-32.69,-8.03
32.1,-28.71,-7.84
32.1,-28.71,-7.84
32.1,-28.71,-7.84
32.1,-28.71,-7.84
13.1,-12.12,-17.08
13.1,-12.12,-17.08
13.1,-12.12,-17.08
13.1,-12.12,-17.08
3.31,-4.09,-19.05
,,
-2.5,-1.42,-1.9
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
-13.65,13.7,3.27
15.35,-20,-17.69
-21.45,19.57,6.58
7.37,-15.77,-13.39
-14.58,17.41,-1.67
5.36,-3.96,-13.91
10.68,-11.09,-7.94
-7.02,6.01,3.26
-7.02,6.01,3.26
-7.02,6.01,3.26
-7.94,7.5,4.2
-7.94,7.5,4.2
-7.94,7.5,4.2
-7.94,7.5,4.2
-7.94,7.5,4.2
-7.94,7.5,4.2
-8.04,11.13,4.39
-8.04,11.13,4.39
-8.04,11.13,4.39
-8.04,11.13,4.39
-8.04,11.13,4.39
-7.25,12.5,3.16
-7.25,12.5,3.16
-7.25,12.5,3.16
-7.25,12.5,3.16
-5.89,11.81,0.47
-5.89,11.81,0.47
-5.89,11.81,0.47
-5.89,11.81,0.47
-1.85,7.92,-5.21
-1.85,7.92,-5.21
-1.85,7.92,-5.21
-1.85,7.92,-5.21
-0.34,5.62,-8.24
-0.34,5.62,-8.24
-0.34,5.62,-8.24
-0.34,5.62,-8.24
-0.34,5.62,-8.24
-0.34,5.62,-8.24
1,3.29,-10.73
,,
0.38,-5.99,-0.29
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
5.77,-0.52,-6.37
-5.41,2.84,-24.63
10.13,-8.69,-19.24
-15.65,27.03,0.36
-24.61,21.51,3.26
-13.65,13.7,3.27
15.35,-20,-17.69
-21.45,19.57,6.58
7.37,-15.77,-13.39
-14.58,17.41,-1.67
5.36,-3.96,-13.91
10.68,-11.09,-7.94
2.11,0.48,-11.97
-1.01,1.09,-7.27
-1.01,1.09,-7.27
-1.01,1.09,-7.27
-1.01,1.09,-7.27
-1.01,1.09,-7.27
-6.42,5.66,-3.85
-6.42,5.66,-3.85
-6.42,5.66,-3.85
-7.56,7.67,-0.95
-7.56,7.67,-0.95
-7.56,7.67,-0.95
-7.56,7.67,-0.95
-9.08,9.19,1.33
-9.08,9.19,1.33
-9.08,9.19,1.33
-9.08,9.19,1.33
-10.42,10.74,2.86
-10.42,10.74,2.86
-10.42,10.74,2.86
-10.42,10.74,2.86
-10.42,10.74,2.86
-10.42,10.74,2.86
-10.93,15.63,3.59
-10.93,15.63,3.59
-10.93,15.63,3.59
-10.93,15.63,3.59
-10.93,15.63,3.59
-10.73,16.02,1.37
-10.73,16.02,1.37
-10.73,16.02,1.37
-10.73,16.02,1.37
-8.94,15.76,-2.32
-8.94,15.76,-2.32
,,
-3.93,-0.63,-12.39
3.83,-11.43,-0.67
1.12,-3.71,-4.48
